Date,Vessel,DWT,Origin,Destination,Cargo,Quantity,Rate,Laycan,Contract type
2020-03-01,Sea Horizon,81751,Novorossiysk (Black Sea),Vizag,Coal,74442,21.08,2020-03-16/2020-03-23,Spot
2021-10-22,Global Falcon,180093,Gladstone,Dhamra,Coal,157148,14.18,2021-11-06/2021-11-13,COA
2025-09-01,Blue Navigator,77669,Hampton Roads,Vizag,Coal,68413,27.79,2025-09-19/2025-09-24,Spot
2025-01-04,Sea Pioneer,158173,Hay Point,Dhamra,Coal,144078,16.18,2025-01-14/2025-01-17,Spot
2021-02-24,Pacific Pioneer,180807,Gladstone,Dhamra,Coal,168729,15.32,2021-03-08/2021-03-13,Spot
2025-08-02,Blue Horizon,174851,Beira,Vizag,Coal,157847,19.09,2025-08-14/2025-08-18,Spot
2024-02-09,Southern Endeavour,81440,Taboneo,Vizag,Coal,75356,12.31,2024-02-17/2024-02-22,Spot
2025-04-04,Sea Pioneer,77447,Muara Pantai,Paradip,Coal,71357,12.09,2025-04-12/2025-04-15,Spot
2024-12-05,Eastern Harmony,80943,Novorossiysk (Black Sea),Paradip,Coal,70071,22.1,2024-12-22/2024-12-29,Time Charter
2023-11-11,Western Falcon,151074,Gladstone,Dhamra,Coal,143933,15.89,2023-11-24/2023-11-30,Spot
2024-12-05,Ocean Legacy,81688,Hay Point,Gangavaram,Coal,71816,15.2,2024-12-22/2024-12-27,Spot
2021-01-25,Grand Harmony,176489,Samarinda,Vizag,Coal,169688,10.54,2021-02-04/2021-02-11,Time Charter
2023-03-16,Western Navigator,164808,Beira,Gangavaram,Coal,143423,20.75,2023-04-06/2023-04-10,Spot
2024-12-05,Cape Harmony,150665,Samarinda,Haldia,Coal,142394,10.59,2024-12-23/2024-12-29,Time Charter
2021-04-25,Trade Discovery,157389,Nacala,Gopalpur,Coal,147468,18.34,2021-05-11/2021-05-15,COA
2020-11-26,Sea Eagle,76252,Nacala,Haldia,Coal,67362,21.66,2020-12-15/2020-12-18,COA
2020-05-30,Grand Fortune,150405,Baltimore,Dhamra,Coal,139831,28.8,2020-06-16/2020-06-22,COA
2021-04-25,Bay Falcon,168032,Muara Pantai,Haldia,Coal,153386,10.08,2021-05-16/2021-05-22,Spot
2024-09-06,Atlantic Discovery,153961,Hay Point,Haldia,Coal,142607,15.93,2024-09-18/2024-09-25,Spot
2023-04-15,Western Fortune,159765,Samarinda,Gopalpur,Coal,147651,10.44,2023-05-01/2023-05-07,Spot
2025-10-31,Bay Trader,180164,Hay Point,Gopalpur,Coal,173016,14.68,2025-11-20/2025-11-25,Time Charter
2021-01-25,Trade Spirit,79998,Muara Pantai,Gopalpur,Coal,75449,9.95,2021-02-03/2021-02-07,Time Charter
2020-09-27,Bay Legacy,172468,Dalrymple Bay,Dhamra,Coal,158756,14.58,2020-10-05/2020-10-08,Spot
2020-01-01,Coral Endeavour,166208,Ust-Luga (Baltic),Gangavaram,Coal,146173,24.25,2020-01-15/2020-01-19,Spot
2024-03-10,Eastern Voyager,161963,Beira,Dhamra,Coal,141434,23.08,2024-03-30/2024-04-03,Spot
2021-03-26,Pacific Venture,77391,Nacala,Dhamra,Coal,74379,19.25,2021-04-13/2021-04-19,Spot
2023-02-14,Southern Phoenix,160700,Novorossiysk (Black Sea),Vizag,Coal,141963,23.16,2023-03-02/2023-03-08,COA
2024-07-08,Western Discovery,75324,Vostochny (Far East),Gopalpur,Coal,68242,23.5,2024-07-29/2024-08-03,Spot
2022-03-21,Royal Horizon,74072,Vostochny (Far East),Gopalpur,Coal,68090,23.09,2022-04-07/2022-04-13,Spot
2022-12-16,Coral Harmony,78948,Beira,Gopalpur,Coal,74089,20.02,2023-01-06/2023-01-13,Time Charter
2024-08-07,Atlantic Voyager,180267,Vostochny (Far East),Haldia,Coal,163785,19.8,2024-08-21/2024-08-26,Spot
2024-02-09,Grand Venture,173313,Newcastle,Gangavaram,Coal,155647,15.66,2024-02-29/2024-03-06,Time Charter
2024-04-09,Cape Horizon,78746,Baltimore,Vizag,Coal,73492,35.77,2024-04-20/2024-04-25,Spot
2025-05-04,Star Falcon,178593,Dalrymple Bay,Gopalpur,Coal,166920,16.09,2025-05-24/2025-05-30,Spot
2021-10-22,Coral Trader,76474,Vostochny (Far East),Gopalpur,Coal,72853,23.41,2021-11-06/2021-11-09,COA
2025-05-04,Pacific Pioneer,161366,Newcastle,Vizag,Coal,139440,19.74,2025-05-14/2025-05-17,Spot
2024-09-06,Royal Trader,152533,Novorossiysk (Black Sea),Haldia,Coal,131732,21.04,2024-09-15/2024-09-18,Spot
2022-08-18,Sea Trader,77317,Samarinda,Gangavaram,Coal,69416,10.3,2022-09-01/2022-09-05,Spot
2024-10-06,Global Fortune,77525,Nacala,Vizag,Coal,67567,21.08,2024-10-17/2024-10-22,Time Charter
2022-09-17,Royal Discovery,167072,Samarinda,Vizag,Coal,162046,8.52,2022-09-26/2022-09-30,Time Charter
2023-11-11,Ocean Navigator,79683,Novorossiysk (Black Sea),Gopalpur,Coal,70037,23.25,2023-11-18/2023-11-21,Spot
2020-03-31,Ocean Fortune,178494,Taboneo,Dhamra,Coal,169223,12.57,2020-04-18/2020-04-22,Spot
2024-12-05,Western Venture,180743,New Orleans,Gangavaram,Coal,169721,29.01,2024-12-17/2024-12-23,Spot
2020-06-29,Pacific Horizon,170445,Taboneo,Dhamra,Coal,152316,10.6,2020-07-15/2020-07-19,Spot
2024-06-08,Silver Navigator,180037,Vostochny (Far East),Paradip,Coal,162593,24.16,2024-06-24/2024-06-28,Spot
2023-07-14,Southern Trader,79823,Novorossiysk (Black Sea),Gopalpur,Coal,67996,24.47,2023-07-24/2023-07-30,Spot
2024-05-09,Atlantic Pioneer,75448,Taboneo,Gangavaram,Coal,67124,11.05,2024-05-28/2024-06-03,Time Charter
2024-07-08,Bay Phoenix,78471,Baltimore,Dhamra,Coal,72364,30.9,2024-07-17/2024-07-20,Spot
2021-01-25,Bay Fortune,152001,Nacala,Vizag,Coal,133049,21.45,2021-02-04/2021-02-10,Time Charter
2022-03-21,Star Discovery,165696,Nacala,Dhamra,Coal,146240,17.21,2022-04-06/2022-04-09,Spot
2021-01-25,Atlantic Fortune,80578,Gladstone,Gangavaram,Coal,69580,16.9,2021-02-08/2021-02-13,Spot
2021-08-23,Cape Venture,180008,Newcastle,Gangavaram,Coal,164951,16.0,2021-09-11/2021-09-17,COA
2022-05-20,Blue Spirit,173687,Muara Pantai,Gopalpur,Coal,161049,10.47,2022-06-10/2022-06-14,Spot
2023-08-13,Eastern Venture,78462,Samarinda,Gangavaram,Coal,70120,10.18,2023-09-02/2023-09-07,Spot
2020-05-30,Star Progress,77109,Beira,Vizag,Coal,67021,22.87,2020-06-14/2020-06-19,COA
2020-04-30,Cape Progress,163418,Beira,Gopalpur,Coal,142523,18.22,2020-05-11/2020-05-16,COA
2020-07-29,Golden Discovery,79464,Gladstone,Gangavaram,Coal,68133,16.98,2020-08-15/2020-08-22,Spot
2024-08-07,Royal Venture,80259,Beira,Paradip,Coal,76396,23.16,2024-08-17/2024-08-24,Spot
2022-05-20,Coral Endeavour,169925,Newcastle,Haldia,Coal,156067,15.39,2022-06-02/2022-06-08,Time Charter
2023-01-15,Western Eagle,79649,Nacala,Gopalpur,Coal,72612,19.56,2023-02-01/2023-02-04,Spot
2023-10-12,Atlantic Navigator,79571,Hampton Roads,Gangavaram,Coal,68500,35.13,2023-10-25/2023-10-28,Spot
2025-03-05,Ocean Trader,76977,New Orleans,Dhamra,Coal,68812,34.74,2025-03-19/2025-03-24,COA
2023-10-12,Blue Legacy,80406,Nacala,Vizag,Coal,68945,23.39,2023-10-30/2023-11-05,COA
2022-11-16,Western Eagle,177328,Muara Pantai,Gangavaram,Coal,160516,11.43,2022-12-01/2022-12-06,COA
2022-09-17,Golden Pioneer,158550,Hampton Roads,Paradip,Coal,148050,34.67,2022-09-30/2022-10-04,Time Charter
2024-02-09,Western Harmony,151576,Hay Point,Vizag,Coal,130432,17.36,2024-02-21/2024-02-24,Spot
2025-03-05,Grand Pride,176108,Vostochny (Far East),Haldia,Coal,152341,27.08,2025-03-15/2025-03-21,Spot
2025-10-01,Grand Fortune,177539,Muara Pantai,Vizag,Coal,154339,10.15,2025-10-14/2025-10-21,COA
2022-07-19,Coral Legacy,163826,Beira,Gopalpur,Coal,143032,17.77,2022-07-29/2022-08-02,COA
2021-03-26,Coral Harmony,76360,Novorossiysk (Black Sea),Paradip,Coal,70413,25.82,2021-04-08/2021-04-11,Spot
2021-10-22,Trade Pioneer,178541,Novorossiysk (Black Sea),Gangavaram,Coal,169764,23.75,2021-11-02/2021-11-08,Spot
2021-05-25,Crown Harmony,79416,Baltimore,Gangavaram,Coal,67684,37.16,2021-06-02/2021-06-09,Spot
2024-04-09,Pacific Fortune,77534,New Orleans,Dhamra,Coal,66470,32.75,2024-04-23/2024-04-27,COA
2025-01-04,Silver Discovery,178119,Ust-Luga (Baltic),Haldia,Coal,161569,23.24,2025-01-17/2025-01-20,Time Charter
2023-04-15,Southern Venture,77649,Gladstone,Dhamra,Coal,71852,14.72,2023-04-23/2023-04-30,Spot
2020-04-30,Northern Navigator,169033,Samarinda,Paradip,Coal,159200,11.08,2020-05-13/2020-05-18,Spot
2024-05-09,Global Discovery,180175,Ust-Luga (Baltic),Vizag,Coal,157136,24.05,2024-05-22/2024-05-29,COA
2021-02-24,Southern Endeavour,76206,Newcastle,Haldia,Coal,70280,16.34,2021-03-17/2021-03-21,Spot
2022-02-19,Golden Horizon,172578,Taboneo,Paradip,Coal,164795,10.31,2022-02-26/2022-03-01,Spot
2023-11-11,Blue Progress,155657,Dalrymple Bay,Haldia,Coal,133964,16.91,2023-11-30/2023-12-03,Time Charter
2022-11-16,Royal Fortune,150415,Beira,Gangavaram,Coal,138061,22.99,2022-11-30/2022-12-07,Spot
2021-07-24,Sea Eagle,155361,Hay Point,Vizag,Coal,143506,14.09,2021-08-12/2021-08-17,Spot
2023-02-14,Ocean Harmony,154322,Novorossiysk (Black Sea),Gangavaram,Coal,145941,20.9,2023-02-25/2023-03-04,COA
2022-05-20,Star Legacy,77868,Beira,Dhamra,Coal,67623,17.41,2022-06-06/2022-06-10,Spot
2025-06-03,Northern Pride,76446,Vostochny (Far East),Gangavaram,Coal,68464,23.24,2025-06-20/2025-06-25,COA
2024-01-10,Crown Discovery,158240,Vostochny (Far East),Vizag,Coal,151726,21.45,2024-01-27/2024-02-03,Spot
2024-11-05,Atlantic Eagle,172822,Beira,Gopalpur,Coal,159465,21.15,2024-11-16/2024-11-19,Spot
2021-08-23,Star Navigator,180247,Muara Pantai,Paradip,Coal,161244,11.9,2021-09-03/2021-09-09,Spot
2021-12-21,Pacific Venture,180358,Newcastle,Gopalpur,Coal,167138,16.03,2022-01-11/2022-01-16,Spot
2025-04-04,Pacific Falcon,79941,Baltimore,Haldia,Coal,70211,28.47,2025-04-14/2025-04-18,Time Charter
2021-07-24,Global Discovery,165169,Samarinda,Vizag,Coal,146790,11.49,2021-08-13/2021-08-17,Time Charter
2023-10-12,Ocean Progress,76808,Dalrymple Bay,Gangavaram,Coal,67066,13.88,2023-10-31/2023-11-03,Spot
2022-04-20,Blue Spirit,178188,Vostochny (Far East),Gangavaram,Coal,163741,23.2,2022-04-28/2022-05-01,Spot
2024-10-06,Blue Horizon,167100,Hampton Roads,Gopalpur,Coal,147805,31.3,2024-10-16/2024-10-22,COA
2020-01-01,Bay Fortune,77555,Taboneo,Gangavaram,Coal,70121,12.19,2020-01-10/2020-01-16,Spot
2021-09-22,Coral Venture,163548,Hampton Roads,Haldia,Coal,143008,31.08,2021-10-08/2021-10-13,COA
2020-05-30,Eastern Harmony,165746,Ust-Luga (Baltic),Haldia,Coal,154072,20.48,2020-06-20/2020-06-26,Spot
2024-11-05,Pacific Pride,78956,Gladstone,Gopalpur,Coal,69356,16.83,2024-11-14/2024-11-17,Spot
2024-06-08,Atlantic Glory,164083,Muara Pantai,Gangavaram,Coal,156887,11.05,2024-06-18/2024-06-24,Spot
2023-09-12,Pacific Pioneer,81856,New Orleans,Paradip,Coal,74722,31.93,2023-10-01/2023-10-07,Time Charter
2025-10-01,Grand Discovery,150580,Taboneo,Gangavaram,Coal,132568,8.95,2025-10-17/2025-10-20,Time Charter
2024-10-06,Atlantic Spirit,170019,Hay Point,Paradip,Coal,150698,15.5,2024-10-25/2024-11-01,COA
2021-01-25,Trade Voyager,173973,Baltimore,Gopalpur,Coal,165852,32.37,2021-02-11/2021-02-14,Spot
2022-08-18,Blue Legacy,74131,Beira,Vizag,Coal,68737,20.83,2022-09-03/2022-09-10,COA
2020-10-27,Blue Fortune,180398,Baltimore,Gangavaram,Coal,161187,36.27,2020-11-08/2020-11-15,Spot
2022-12-16,Star Discovery,164152,Newcastle,Gangavaram,Coal,156920,18.68,2023-01-06/2023-01-09,Spot
2024-12-05,Western Harmony,75085,New Orleans,Gopalpur,Coal,68518,31.42,2024-12-13/2024-12-18,Spot
2023-11-11,Cape Progress,180739,Beira,Vizag,Coal,162341,19.08,2023-11-20/2023-11-26,Spot
2025-03-05,Ocean Voyager,151653,Nacala,Gangavaram,Coal,145877,20.47,2025-03-17/2025-03-23,COA
2024-11-05,Eastern Endeavour,179543,Baltimore,Dhamra,Coal,173781,27.83,2024-11-17/2024-11-22,Spot
2021-11-21,Global Horizon,159367,Ust-Luga (Baltic),Haldia,Coal,140576,25.11,2021-12-08/2021-12-13,Spot
2023-07-14,Coral Legacy,167851,Samarinda,Gopalpur,Coal,151764,10.18,2023-07-21/2023-07-28,Spot
2023-07-14,Bay Venture,76723,Samarinda,Gopalpur,Coal,71922,9.91,2023-07-21/2023-07-28,Spot
2020-12-26,Bay Navigator,154679,Newcastle,Haldia,Coal,148030,17.86,2021-01-16/2021-01-22,Time Charter
2023-11-11,Trade Pioneer,171693,Newcastle,Gangavaram,Coal,164048,16.45,2023-11-25/2023-11-28,Spot
2020-01-31,Golden Navigator,155286,Dalrymple Bay,Dhamra,Coal,145123,15.47,2020-02-07/2020-02-11,Time Charter
2023-09-12,Atlantic Phoenix,176213,New Orleans,Paradip,Coal,156505,34.02,2023-09-25/2023-09-28,Spot
2023-01-15,Bay Pride,179730,Muara Pantai,Gopalpur,Coal,167626,10.42,2023-02-03/2023-02-09,Time Charter
2020-08-28,Global Legacy,74851,Nacala,Paradip,Coal,71143,20.05,2020-09-11/2020-09-16,Spot
2023-10-12,Royal Endeavour,167454,Muara Pantai,Dhamra,Coal,150906,12.55,2023-10-23/2023-10-27,Spot
2020-01-01,Western Legacy,80378,Hampton Roads,Gopalpur,Coal,72277,28.21,2020-01-11/2020-01-14,Time Charter
2020-03-31,Trade Pioneer,76830,Vostochny (Far East),Vizag,Coal,65586,20.98,2020-04-20/2020-04-24,Spot
2022-07-19,Trade Harmony,171912,Samarinda,Dhamra,Coal,150598,11.5,2022-07-28/2022-08-02,COA
2025-06-03,Silver Venture,79124,Gladstone,Dhamra,Coal,69992,17.93,2025-06-23/2025-06-26,Spot
2023-08-13,Western Pride,76940,Nacala,Gopalpur,Coal,68176,22.06,2023-08-25/2023-08-29,Time Charter
2025-01-04,Coral Eagle,77276,Taboneo,Paradip,Coal,70312,9.23,2025-01-15/2025-01-21,Spot
2023-10-12,Blue Navigator,181265,Samarinda,Gangavaram,Coal,165100,10.2,2023-10-28/2023-11-03,Spot
2020-06-29,Coral Phoenix,81444,Ust-Luga (Baltic),Gopalpur,Coal,73659,22.92,2020-07-06/2020-07-10,Spot
2021-09-22,Golden Voyager,175990,Vostochny (Far East),Paradip,Coal,152368,21.47,2021-09-29/2021-10-05,Spot
2023-05-15,Trade Phoenix,79195,Hay Point,Paradip,Coal,76817,17.67,2023-06-03/2023-06-08,Spot
2025-07-03,Eastern Phoenix,179479,Taboneo,Vizag,Coal,153729,10.16,2025-07-20/2025-07-25,Time Charter
2024-10-06,Royal Voyager,172112,Muara Pantai,Gangavaram,Coal,157509,11.81,2024-10-27/2024-10-31,Spot
